took,timed_out,total,successful,skipped,failed,total,max_score,_index,_type,_id,_score,id,url
,,,,,,,,seed_target,_doc,28591,3.6993296,31,https://www.midwaytrailers.net/all-inventory/snowmobile-trailer
,,,,,,,,seed_target,_doc,32359,3.6993296,31,https://www.deltaridgeimplement.com/default.asp?page=xPreOwnedInventory
,,,,,,,,seed_target,_doc,33446,3.6993296,31,http://www.ncmachinery.com/cat_used_equipments/groups/47
,,,,,,,,seed_target,_doc,28057,3.6993296,31,https://www.nieburtractor.com/pre-owned
,,,,,,,,seed_target,_doc,27975,3.6993296,31,http://www.cascadetruckbody.com/brands/olympus-trailers
,,,,,,,,seed_target,_doc,34563,3.6993296,31,https://www.tuggertrailers.com/all-inventory?condition=used&category=equipment
,,,,,,,,seed_target,_doc,32637,3.6456914,31,http://www.foleyinc.com/construction/used/sprayer/
,,,,,,,,seed_target,_doc,33468,3.6456914,31,http://www.ncmachinery.com/cat_used_equipments/groups/137
,,,,,,,,seed_target,_doc,31649,3.6456914,31,https://www.magnamtruck.com/used-equipment-for-sale-dayton-columbus-toledo-ohio--xpreownedinventory?vt=equipment
,,,,,,,,seed_target,_doc,30494,3.6456914,31,https://www.oescoinc.com/equipment/harvest-storage-bins.html
,,,,,,,,seed_target,_doc,26825,3.6456914,31,https://www.detrotrailers.com/all-inventory?condition=used
,,,,,,,,seed_target,_doc,29483,3.6456914,31,https://www.nelsontruck.com/c-2922-utility-aerial-trailers.html
,,,,,,,,seed_target,_doc,32651,3.6456914,31,https://www.clevelandbrothers.com/used-equipment/parts/
,,,,,,,,seed_target,_doc,33886,3.6456914,31,https://livequipment.com/product-category/used-concrete-trailer-pumps-for-sale/
,,,,,,,,seed_target,_doc,30724,3.6456914,31,https://www.podolinsky.com/imglib/Inventory/shared-cache/5503/UVehInv.js?v=8615415
,,,,,,,,seed_target,_doc,32648,3.6456914,31,http://www.foleyinc.com/construction/used/wheel-dozers/
,,,,,,,,seed_target,_doc,32635,3.6456914,31,http://www.foleyinc.com/construction/used/screens/
,,,,,,,,seed_target,_doc,28184,3.6456914,31,https://derbystateequipment.com/api/dealerusedequipments/?Take=20&Page=1&SortBy=RecentlyAdded&SortOrder=Desc
,,,,,,,,seed_target,_doc,32653,3.6456914,31,https://www.clevelandbrothers.com/used-equipment/aggregate-equipment/
,,,,,,,,seed_target,_doc,28962,3.6456914,31,http://www.parkriverimplement.com/departments/sales/
,,,,,,,,seed_target,_doc,29491,3.6456914,31,https://www.nelsontruck.com/c-3226-towing-trucks-trailers-for-sale-trailers.html
,,,,,,,,seed_target,_doc,32627,3.6456914,31,http://www.foleyinc.com/construction/used/miscellaneous/
,,,,,,,,seed_target,_doc,30220,3.6456914,31,https://www.sloans.com/equipment/cat/combine-platforms/
,,,,,,,,seed_target,_doc,29515,3.6456914,31,https://www.shopjfi.com/construction-equipment.html
,,,,,,,,seed_target,_doc,33443,3.6456914,31,http://www.ncmachinery.com/cat_used_equipments/groups/43
,,,,,,,,seed_target,_doc,32735,3.6456914,31,https://www.miltoncat.com/machinery-equipment/used/trailers
,,,,,,,,seed_target,_doc,29803,3.6456914,31,https://www.valleyoaktool.com/collections/garden-hand-tools
,,,,,,,,seed_target,_doc,32613,3.6456914,31,http://www.foleyinc.com/construction/used/aggregate/
,,,,,,,,seed_target,_doc,27860,3.6456914,31,https://www.kunauimplement.com/browse-equipment/all-categories/used/all-industries/Planter/all-makes/all-models/
,,,,,,,,seed_target,_doc,28095,3.6456914,31,https://www.nieburtractor.com/construction-attachments
,,,,,,,,seed_target,_doc,28040,3.6456914,31,https://www.cccustomtrailers.com/trailers
,,,,,,,,seed_target,_doc,30457,3.6456914,31,http://www.erieindustrialtrucks.com/sales/request-form-3/
,,,,,,,,seed_target,_doc,28071,3.6456914,31,https://www.centralwashingtonequipment.com/aboutus
,,,,,,,,seed_target,_doc,28020,3.6456914,31,http://www.cascadetruckbody.com/brands/other
,,,,,,,,seed_target,_doc,33466,3.6456914,31,http://www.ncmachinery.com/cat_used_equipments/groups/129
,,,,,,,,seed_target,_doc,32662,3.6456914,31,https://www.clevelandbrothers.com/used-equipment/trucks-trailers/
,,,,,,,,seed_target,_doc,29478,3.6456914,31,https://www.nelsontruck.com/c-63-storage.html
