took,timed_out,total,successful,skipped,failed,total,max_score,_index,_type,_id,_score,domain
,,,,,,,,seed_target,_doc,26450,1.2055959,okobojiindian.com
,,,,,,,,seed_target,_doc,19945,1.2055959,bigrockpowersports.com
,,,,,,,,seed_target,_doc,19993,1.2055959,taylor-forbes.com
,,,,,,,,seed_target,_doc,19946,1.2055959,purehondaminot.com
,,,,,,,,seed_target,_doc,19762,1.2055959,usahonda.com
,,,,,,,,seed_target,_doc,19952,1.2055959,ecklundmotorsportsoshkosh.com
,,,,,,,,seed_target,_doc,19600,1.2055959,stevenscycle.com
,,,,,,,,seed_target,_doc,26451,1.2055959,preferredpowersports.com
,,,,,,,,seed_target,_doc,20008,1.2055959,shopworldofpowersports.com
,,,,,,,,seed_target,_doc,19851,1.2055959,wherethepoweris.com
,,,,,,,,seed_target,_doc,26454,1.2055959,shakeandbakemotorsports.com
,,,,,,,,seed_target,_doc,26466,1.2055959,route3amotorsports.com
,,,,,,,,seed_target,_doc,26452,1.2055959,branchpondmarine.com
,,,,,,,,seed_target,_doc,19617,1.2055959,yourwaytofun.com
,,,,,,,,seed_target,_doc,19752,1.2055959,extremepower-sports.com
,,,,,,,,seed_target,_doc,19634,1.2055959,surdykeyamaha.com
,,,,,,,,seed_target,_doc,19691,1.2055959,jonesborocycle.com
,,,,,,,,seed_target,_doc,19849,1.2055959,indianmotorcyclesnorthboston.com
,,,,,,,,seed_target,_doc,19871,1.2055959,rmcmilescity.com
,,,,,,,,seed_target,_doc,19641,1.2055959,landairvt.com
,,,,,,,,seed_target,_doc,19599,1.2055959,parkboat.com
,,,,,,,,seed_target,_doc,19896,1.2055959,lexingtonmotorsports.com
,,,,,,,,seed_target,_doc,19831,1.2055959,macombpowersports.com
,,,,,,,,seed_target,_doc,19635,1.2055959,sportscitycyclery.com
,,,,,,,,seed_target,_doc,19769,1.2055959,colomamotorsports.com
,,,,,,,,seed_target,_doc,19738,1.2055959,alloutcycles.com
,,,,,,,,seed_target,_doc,19604,1.2055959,friendlyyamaha.com
,,,,,,,,seed_target,_doc,19763,1.2055959,stpetepowersports.com
,,,,,,,,seed_target,_doc,19987,1.2055959,midwestpowersportsusa.com
,,,,,,,,seed_target,_doc,19919,1.2055959,westorlandopowersports.com
,,,,,,,,seed_target,_doc,19742,1.2055959,maxxxmotorsports.com
,,,,,,,,seed_target,_doc,19933,1.2055959,BLOUINPERFORMANCE.COM
,,,,,,,,seed_target,_doc,19611,1.2055959,motorsportsofnewmexico.com
,,,,,,,,seed_target,_doc,19656,1.2055959,g3powersports.com
