took,timed_out,total,successful,skipped,failed,total,max_score,_index,_type,_id,_score,url
,,,,,,,,seed_target,_doc,29303,5.307869,http://nwmixerfeeders.com/inventory-overview/pre-owned-inventory/pre-owned-spreaders/
,,,,,,,,seed_target,_doc,29698,5.307869,https://www.shivelyhardware.com/trailer-inventory/
,,,,,,,,seed_target,_doc,29939,5.307869,http://www.nornbergtrailer.com/store/c5/Used_Semi_Trailers.html
,,,,,,,,seed_target,_doc,30339,5.307869,http://gardenstatebobcat.com/rentals/mini-track-loaders/
,,,,,,,,seed_target,_doc,29631,5.307869,https://www.kirby-smith.com/rental/damage-waiver
,,,,,,,,seed_target,_doc,28060,5.307869,https://www.franklinweldingandequipment.com/itemgroup/featured
,,,,,,,,seed_target,_doc,30335,5.307869,http://gardenstatebobcat.com/skid-steer-loaders/
,,,,,,,,seed_target,_doc,30581,5.307869,http://midcosales.com/semi-trailer-manufacturers-authorized-dealer/interstate-trailers-arizona/
,,,,,,,,seed_target,_doc,30418,5.307869,http://www.johnsonequipmentblackriverfalls.com/home.html?page=shop.browse&category_id=10
,,,,,,,,seed_target,_doc,30336,5.307869,http://gardenstatebobcat.com/rentals/plate-compactors/
,,,,,,,,seed_target,_doc,30622,5.307869,https://www.heavyequipmentrentals.com/sales/used
,,,,,,,,seed_target,_doc,33569,5.307869,https://ironmikeenterprises.com/inventory/?category=Chipper+Truck
,,,,,,,,seed_target,_doc,32858,5.307869,https://www.gregorypoole.com/used-equipment/equipment/engines/
,,,,,,,,seed_target,_doc,29786,5.307869,https://www.worktrucksandvans.com/inventory-work-trucks-vans/utility-trucks.html
,,,,,,,,seed_target,_doc,29457,5.307869,https://www.midwestmachineryco.com/equipment-inventory
,,,,,,,,seed_target,_doc,28185,5.307869,https://www.dorrsequipment.com/equipment/used-equipment
,,,,,,,,seed_target,_doc,27739,5.307869,https://www.musgraveequipment.com/new-models
,,,,,,,,seed_target,_doc,30102,5.307869,https://www.fastline.com/find-equipment
,,,,,,,,seed_target,_doc,29047,5.307869,https://www.utilitytrailerore.com/inventory/
,,,,,,,,seed_target,_doc,28829,5.307869,http://www.7esales.net/inventory.aspx
,,,,,,,,seed_target,_doc,28866,5.307869,http://www.kennydid.com/custom-gallery-wrap.html
